VEND_ID,LGL_NM,VEND_CUST_CD
3259,MAPSCO INC,MAP7017670
3260,Marc L Tharpe,V00000942621
3261,MARCELO'S LP,MAR3019500
3262,MARCELO'S SAND & LOAM,MAR3019500
3263,Marco Specialty Steel Inc.,VS0000027614
3264,Marcos Antonio Molina,VS0000038236
3265,Maria Gonzalez Salas,VS0000027338
3266,MARIBEL SANTIAGO,V00000907059
3267,Marika Alvarado,V00000936428
3268,MARINE OUTLET INC,VS0000017989
3269,MARINELAND OF WACO INC,MAR7056255
3270,MARION CLIFTON TIPTON,V00000950880
3271,MARION L BOYER,VC0000102652
3272,MARIO'S INTERIORS L L C,MAR8311931
3273,Mark Evan Landers,V00000933977
3274,Mark Fischer Scuba and Travel Inc.,V00000929741
3275,MARK III SYSTEMS INC,MAR8304146
3276,Mark Pharr,V00000930855
3277,MARK RITE LINES EQUIPMENT COMPANY INC,MAR8303060
3278,MARK-N-GARD INC,MAR8309948
3279,MARKS PLUMBING PARTS &,MAR7078470
3280,MARLOW WHITE UNIFORM CO INC,MAR8311781
3281,Marmon Wire & Cable Inc,V00000910357
3282,Marni Jade Evans,V00000906209
3283,MARRILEE RATCLIFFE,VS0000030798
3284,MARSHALL AND ASSOC INC,MAR8303725
3285,MARSHALL'S TRAVELAND INC,MAR3033250
3286,MARTHA F. LEONINO,ART7122975
3287,MARTHA P COTERA,INF2505500
3288,MARTIN INSTRUMENT,MAR8322907
3289,MARTIN INSTRUMENT INC,V00000914696
3290,MARTIN MARIETTA MATERIALS INC,V00000927188
3291,Martin Media & Print Solutions,V00000940035
3292,MARTIN SPROCKET & GEAR INC,VS0000021059
3293,MARTIN T FITCH,VS0000011560
3294,Marubeni America Corporation,VS0000014732
3295,Mary Anne Lloyd,VS0000029147
3296,MASIMO AMERICA'S INC,MAS8320077
3297,MASTEC NORTH AMERICA INC,MAS7127360
3298,Master International Corporation,V00000925427
3299,MASTER METER INC,MAS7164030
3300,MATECO TRUCK EQUIPMENT,MIN8306009
3301,Mateo Solomon Barnstone,V00000944379
3302,MATERA PAPER CO INC,MAT8318410
3303,MATERA PAPER CO LTD,MAT8318410
3304,MATERA PAPER COMPANY INC,MAT8318410
3305,MATERIAL HANDLING CONCEPTS,MAT6029570
3306,MATERIAL HANDLING SOLUTIONS,MAT8315538
3307,MATERIAL HANDLING SOLUTIONS OF AUSTIN LLC,MAT8315538
3308,MATERIALS PRODUCTS INTERNATIONAL LTD,MAT8314956
3309,MATERIALS PRODUCTS INT'L LTD,MAT8314956
3310,MATHESON TRI-GAS INC,TRI7017960
3311,MATOUS CONSTRUCTION LTD,MAT8308109
3312,Matt Lehner,VS0000000517
3313,Matt Warnock Turner,VS0000025213
3314,Matthew Arthur Sandbank,VS0000028019
3315,MATTHEW BENDER & CO INC,MAT0648000
3316,Maudie's Too LP,VS0000031431
3317,MAXEY GLASS CO,MAX6006130
3318,MAXI VOLT CORPORATION INC,MVC8304654
3319,MAXSUR,V00000929903
3320,MAXWELL FORD L T D,MAX7135935
3321,MAYLINE COMPANY L L C,MAY8321218
3322,Mazzei Injector Corporation,V00000946114
3323,M-B COMPANIES INC OF WISCONSIN,MBC6039095
3324,MCA Services LLC,VS0000015437
3325,MCADAMS GROUP LLC,TEX8308321
3326,McBain Systems,VS0000036778
3327,MCBRIDE'S INC,MCB3086250
3328,MCCAIN INC,MCC7128360
3329,MCCAIN WATERWORKS MARKETING LLC,VS0000017567
3330,MCCARTHY PRINT INC,MCC8302771
3331,MCCOY-ROCKFORD INC,V00000906186
3332,MCCOY'S BUILDING SUPPLY,MCC7105395
3333,MCCOY'S LAWN EQUIPMENT CENTER INC,MCC7002130
3334,MCCULLOUGH HEATING & AIR CONDITIONING INC,MCC8314169
3335,MCEACHERN ENTERPRISES INC,SUP4506250
3336,MCELROY METAL MILL INC,VC0000102151
3337,MCFSA LTD,MCF8320676
3338,MCGARD LLC,VS0000030366
3339,MCKAY LUMBER INC,MCK8303689
3340,MCKENZIE COMPRESSED AIR SOLUTIONS INC,MCK6002540
3341,MCKESSON MEDICAL-SURGICAL INC,GEN2007500
3342,MCMASTER-CARR,MCM3131000
3343,MCMASTER-CARR SUPPLY CO,MCM3131000
3344,MDG Computer Services Inc,V00000953240
3345,MDT Inc.,V00000944878
3346,MEADWESTVACO CORP,MEA8312162
3347,MEALS ON WHEELS & MORE INC,VC0000100388
3348,MECHANICAL REPS INC,MEC3150000
3349,Med-Eng LLC,V00000934499
3350,Medgate Inc,V00000907902
3351,MEDICAL PARKWAY PRINTING INC,MED6043945
3352,MEDIC-CE LLC,V00000910375
3353,Medline Industries Inc,V00000936757
3354,MEDSTAR SOLUTIONS INC,VC0000102443
3355,MEDSTAR SYSTEMS LLC,VC0000102004
3356,MedtoMarket Inc,V00000958728
3357,MEDWED ENTERPRISES INC.,VS0000015693
3358,MEDwheels Inc,V00000946128
3359,Meeta Kothare,V00000937977
3360,MEF INC,AUT8319159
3361,Mega Mac Works Inc,VS0000025681
3362,MEGAN L SCHWARTZ,V00000917501
3363,MEGGER,AVO6047670
3364,Melanie G Schopper,V00000929997
3365,Melat Kassa,V00000957148
3366,MELENDREZ TRUCKING LLC,MEL8302760
3367,Melissa Cha,V00000902656
3368,Melissa Knight,V00000941725
3369,Melissa L Powers,V00000947790
3370,Mellow Johnny's LLC,VS0000023008
3371,MEMPHIS POOL SUPPLY,MEM8312023
3372,MENDEZ ERIC,MEN7153820
3373,MERCK & CO INC,MER3174500
3374,MERCK SHARP & DOHME CORP,MER3174500
3375,MERCURY GSE,V00000931646
3376,MERIAL INC,MER7111915
3377,MERIAL INC,V00000933307
3378,MERIAL LTD,MER7111915
3379,MERIDIAN MEDICAL TECHNOLOGIES INC,MED8302870
3380,MERRY X-RAY CHEMICAL CORPORATION,VC0000101526
3381,MERRY X-RAY CORPORATION,VC0000101526
3382,Mesh Inc,V00000927940
3383,MES-MUNICIPAL EMERGENCY SVCS,FOU8302451
3384,METAL CRAFT INC,MET7013215
3385,METALINK CORP,MET7046770
3386,METALINK LLC,V00000939506
3387,METRIX INSTRUMENT CO,MET8305544
3388,METRO FIRE APPARATUS SPECIALIST INC,VC0000101452
3389,METRO FIRE APPARATUS SPECIALISTS INC,VC0000101452
3390,Metro Irrigation Supply Co. Ltd,VS0000011025
3391,METRON-FARNIER LLC,VS0000008934
3392,METROPLEX CONTROL SYSTEMS,MET8322670
3393,METROPOLITAN REPROGRAPHICS INC,VS0000022501
3394,METRUM TECHNOLOGIES L L C,MET8314363
3395,MEXIC-ARTE MUSEUM,MEX3193500
3396,MG LIMON CORPORATION,VC0000102842
3397,MGC Millwork LP,V00000919867
3398,MGP INSTRUMENTS INC,MGP8307340
3399,MH CONCEPTS INC,MAT6029570
3400,Mi Encanto Enterprises LLC,V00000923422
3401,M-I LLC,SUL8312937
3402,Michael Anthony Nigro,VS0000035560
3403,MICHAEL BRENT FRIEDMAN,VS0000019225
3404,Michael David Heaston,V00000938226
3405,MICHAEL DEAN DRAPER,VS0000028231
3406,Michael James Cross,VS0000032046
3407,Michael Lenn Spiller,V00000906204
3408,Michael Sanchez,V00000907360
3409,Michael Shattah,V00000957737
3410,Michigan Tube Swagers & Fabricators Inc,VS0000034834
3411,MICRO FOCUS (US) INC,MIC8309222
3412,Micro Precision Calibration Inc,V00000905798
3413,MicroDAQ.com Ltd.,VS0000024290
3414,MICROMAIN CORP,MIC7077790
3415,MICROSOFT CORP,MIC3208500
3416,MicroStrategy Service Corporation,VS0000026949
3417,MID-AMERICA ARTS ALLIANCE,VC0000102584
3418,MIDLAND MANUFACTURING,VS0000022362
3419,MIDLAND RADIO CORP,MID8302171
3420,MIDSUN GROUP INC,MID7133355
3421,MID-TEX SALES & SERVICE INC,MID3216750
3422,MIDWAY AUTO SUPPLY INC,VC0000101665
3423,MIDWEST MEDICAL SUPPLY COMPANY LLC,MMS8320658
3424,MIDWEST TAPE LLC,VC0000100718
3425,Midwest Veterinary Supply Inc.,VS0000025998
3426,Migrant Kids LLC,V00000939563
3427,MILE HIGH SHOOTING ACCESSORIES,V00000944508
3428,MILES & MILES OF TEXAS CO,MIL8306503
3429,Miles of Media Inc; d.b.a. Dub King,VS0000000907
3430,MILE-X EQUIPMENT INC,MIL3226500
3431,MILLER BLUEPRINT CO,MIL3227500
3432,MILLER IMAGING & DIGITAL SOLUTIONS INC,MIL3227500
3433,MILLER LUCAS,MIL8315787
3434,Miller Mendel Inc.,V00000939483
3435,Miller Pro Audio LLC,V00000909010
3436,MILLER UNIFORMS & EMBLEMS INC,MIL3235500
3437,MILLIPORE CORP,MIL3237500
3438,MILNER-FENWICK INC,MIL7076100
3439,Mil-Ram Technology Inc,VS0000026271
3440,MILSOFT UTILITY SOLUTIONS INC,MIL8308661
3441,MILSPEC INDUSTRIES,MIL7170995
3442,MINCO PRODUCTS INC,MIN7075170
3443,Mind Garden Inc.,V00000948083
3444,Mindfold Incorporated,V00000912550
3445,Mindy ann moore,V00000949622
3446,MINER CENTRAL TEXAS LTD,MIN8323282
3447,MINER LTD,MIN7145560
3448,Mining Equipment Ltd.,V00000927953
3449,Minitab Inc.,V00000946172
3450,Minor Mishap Marching Band LLC,V00000926546
3451,MIRACLE SOLUTION LLC,LON8320268
3452,MISCELLANEOUS RENTALS LLC,VS0000022047
3453,Mission Electric Supply Inc,VS0000018263
3454,MISSION GOLF CARS & INDUSTRIAL,MIS7129615
3455,MITCHELL ADDING MACHINE COMPANY INC,MIT3253250
3456,MITCHELL REPAIR INFORMATION CO LLC,V00000921852
3457,MITCHELL TIME & PARKING,MIT3253250
3458,MITSUBISHI ELECTRIC POWER PRODUCTS INC,MIT3258750
3459,Mity Lite Inc,V00000940672
3460,MITYLITE INC,MIT6037905
3461,MITY-LITE INC,MIT6037905
3462,MJP Acquisitions,V00000914542
3463,MOBILE MINI I INC.,MOB8313557
3464,Mobile Wireless LLC,V00000922144
3465,MobilePD Inc.,V00000928378
3466,MOBIUS PARTNERS INC,MOB8316836
3467,MOBLEY LLC,V00000932455
3468,Mobotrex Inc.,V00000919697
3469,Modern Pools Inc,VS0000028107
3470,MODULAR SPACE CORPORATION,RES7170650
3471,Mollie Esther Galbraith,V00000901875
3472,Monae Miller,V00000949592
3473,Mondi Group LLC,V00000940304
3474,MONDO GARDENS,BAR8321289
3475,MONTOPOLIS SUPPLY CO L P,MON8311015
3476,MOORE INDUSTRIES INTERNATIONAL,MOO3292750
3477,Moore Medical LLC,VS0000003328
3478,MOORE SUPPLY CO,MOO7093990
3479,MOORE SUPPLY CO,MOO8308937
3480,MOORE SYNDICATION,MOO7056240
3481,MOREL INDUSTRIES INC,BAL8316761
3482,MORNING PRIDE MANUFACTURING LLC,VC0000102008
3483,MORNING PRIDE MED LLC,VC0000102008
3484,MORPAC INDUSTRIES INC,MOR8306647
3485,Morpho USA Inc.,V00000920923
3486,MORPHOTRUST USA LLC,V00000927610
3487,MORRISON SUPPLY CO,MOR7160340
3488,Mortara Instrument Inc,V00000931870
3489,MOSAIC CROP NUTRITION LLC,VC0000103149
3490,MOSAIC GLOBAL SALES LLC,V00000918354
3491,MosCamp Inc.,V00000906590
3492,Mosdorfer NA Inc.,VS0000037803
3493,MOST DEPENDABLE FOUNTAINS,MOS8301272
3494,MOST DEPENDABLE FOUNTAINS INC,MOS8301272
3495,Mother Falcon Publishing LLC,V00000908549
3496,MOTION INDUSTRIES INC,MOT6021490
3497,MOTOROLA COMMUNICATIONS &,MOT3322000
3498,MOTOROLA INC,MOT3322000
3499,MOTOROLA SOLUTIONS INC,MOT3322000
3500,Mouser Electronics Inc.,VS0000023822
3501,MOV CONTROLS,MOV8310584
3502,MOVE SOLUTIONS LTD,MOV8321443
3503,MR APPLIANCE OF AUSTIN,MRA8306396
3504,MR JOHNNY & FRIENDS,MRJ7141660
3505,MR. GATTIS LP,MRG3331750
3506,MRDB HOLDINGS LP,SAV8306978
3507,MRI ENTERPRISES LLC,V00000918899
3508,MSA Systems Inc,V00000952979
3509,MSC INDUSTRIAL SUPPLY CO INC,MSC6003170
3510,MSP Holdings LLC,VS0000029636
3511,MTA Distributors Inc.,VS0000019975
3512,MTM RECOGNITION CORPORATION,VS0000022951
3513,MTM TECHNOLOGIES,MTM8317410
3514,MTS SAFETY PRODUCTS,MIS7003650
3515,MTS SAFETY PRODUCTS INC,V00000913208
3516,MUD INSTRUMENTS,MUD8316272
3517,MUELLER SUPPLY COMPANY INC,MUE7005830
3518,MUELLER SYSTEMS LLC,VC0000100207
3519,Multisports Inc.,V00000941104
3520,MUNICIPAL CODE CORP,MUN3344500
3521,MUNICIPAL EMERGENCY SERVICES,FOU8302451
3522,MUNICIPAL EMERGENCY SERVICES INC,FOU8302451
3523,Municipal Valve & Equipment Company Inc,VS0000015563
3524,MUNICIPAL WATER WORKS SUPPLY LP,MUN8318117
3525,MURATEC AMERICA INC,MUR7089470
3526,MURPHY'S DELI,MUR8319104
3527,Muscle Wall LLC,VS0000033633
3528,Music Therapy Innovations Inc.,V00000945496
3529,MUSICAL CONNECTIONS,VS0000018182
3530,MUSICIAN'S FRIEND,MUS8308165
3531,MUSTANG EQUIPMENT,MUS8322038
3532,MVA Power Inc,V00000905136
3533,MW SOLUTIONS,VS0000036739
3534,MWI VETERINARY SUPPLY CO,SOU7164390
3535,MXQ LLC.,V00000959232
3536,My Rounding Solutions LLC,V00000928985
3537,MYERS POWER PRODUCTS INC,MYE8322474
3538,MYERS TIRE SUPPLY,MYE8318685
3539,MYERS TIRE SUPPLY DISTRIBUTION INC,MYE8318685
3540,MYRON CORP,MYR8306619
3541,N BUSINESS GRAPHICS,NBU8301473
3542,N.J. Malin & Associates LLC,V00000913052
3543,N2IT CONTAINERS LLC,VS0000018786
3544,NAKIA DANIEL REYNOSO,VC0000101912
3545,NALCO COMPANY,NAL3365500
3546,NALCO COMPANY LLC,NAL3365500
3547,NAMASCO,SER7041745
3548,NAME BADGE PRODUCTIONS LLC,VS0000013446
3549,Namtek Corp.,V00000926689
3550,NANCY RENFRO STUDIOS INC,NAN7129760
3551,Nardis Inc,VS0000034449
3552,NASCO,NAS8319924
3553,Nasco Education LLC,V00000945483
3554,NASHVILLE MEDICAL& EMS PRODUCTS INC,V00000929789
3555,Natalie George Productions,V00000926377
3556,Natalie Zeldin,V00000907673
3557,National Association of City Transportation Offici,V00000903784
3558,NATIONAL BAND & TAG CO,NAT6002015
3559,NATIONAL BUSINESS FURNITURE LLC,NAT8320281
3560,National Coalition for Dialogue and Deliberation,VS0000033125
3561,NATIONAL CONSTRUCTION RENTALS INC,VC0000100953
3562,NATIONAL ELECTRICAL SYSTEMS,NAT8309671
3563,NATIONAL ENVELOPE CORPORATION,VC0000102964
3564,NATIONAL ENVELOPE-HOUSTON LLC,NAT8323294
3565,NATIONAL ENVELOPE-TEXAS LLC,NAT8312725
3566,NATIONAL ENVIRONMENTAL INC,BUY8317663
3567,NATIONAL ENVIRONMENTAL PRODUCTS LTD,NAT8323226
3568,NATIONAL FILTER MEDIA,VC0000100941
3569,NATIONAL FIREFIGHTER CORP,NAT8308382
3570,National Foam Inc.,V00000924591
3571,National Office Furniture Inc,V00000914011
3572,NATIONAL SAFETY COMPLIANCE INC,NAT8314185
3573,NATIONAL SAFETY COUNCIL,NAT3397250
3574,NATIONAL SIGNAL INC,NAT8305003
3575,NATIONAL UTILITY EQUIPMENT CO,NAT8312399
3576,NATIONWIDE SUPPLIES L P,NAT8312342
3577,NATIVE AMERICAN SEED,NAT6041690
3578,Native Texas Growers LTD,V00000945567
3579,NATIVE TEXAS NURSERY INC,NAT3374500
3580,NATURAL BRIDGE CAVERNS INC,NAT7122850
3581,NATURAL GARDENER INC,NAT8309531
3582,NATURAL GARDENER OF AUSTIN,GAR1978000
3583,Natural Horseman Saddles LLC,V00000925029
3584,NATURAL STRUCTURES,NAT8323051
3585,NATURE ENTERPRISES LLC,VC0000102735
3586,NAZTEC INC,NAZ3407000
3587,NCH CORPORATION,CER1086000
3588,NCS PEARSON INC,NAT3381000
3589,NE Opco Inc.,VS0000034718
3590,NEAL FARNELL,V00000913690
3591,Nearmap US  Inc.,V00000946821
3592,NEC CORPORATION OF AMERICA,NEC8313750
3593,NEC CORPORATION OF AMERICA,VC0000101137
3594,NEC UNIFIED SOLUTIONS INC,NEC8313750
3595,NEENAH FOUNDRY COMPANY,NEE8323046
3596,Neese Materials Inc.,V00000905794
3597,NEIMAN ENVIRONMENTS INC,NAT6041690
3598,NEMO-Q INC,NEM8316966
3599,NEMO-Q L P,NEM8316966
3600,NEOPOST INC,USP7160190
3601,NEOPOST USA INC,USP7160190
3602,NEOS CONSULTING GROUP L L C,NEO8311042
3603,NEPTUNE CHEMICAL PUMP COMPANY,V00000911490
3604,Neptune Technology Group Inc.,V00000929312
3605,NEPTUNE-BENSON INC,VC0000100969
3606,NESTLE WATERS NORTH AMERICA INC,OZA7117485
3607,NET TRANSCRIPTS INC,NET8319783
3608,NetBrain Technologies Inc.,V00000919678
3609,Netsync Network Solutions,VS0000031769
3610,NetSys Incorporated,VS0000033769
3611,NETWORK AUTO BODY & PAINT SHOP,NET8301304
3612,Network Perception Inc.,V00000958549
3613,Netzch USA Holding Inc,V00000940947
3614,NEUTRAL POSTURE INC,NEU8301095
3615,NEVCO INC,NEV8315539
3616,New England Sales Inc.,VS0000032469
3617,NEW MEXICO EMERGENCY PRODUCTS LLC,VS0000011816
3618,new mountain innovations inc,V00000955974
3619,NEW PIG CORPORATION,NEW3433000
3620,New Pink Avocado LLC,V00000901487
3621,NEW RESOURCES GROUP INC,NEW8318759
3622,NEW SOUTH EQUIPMENT MATS LLC,VS0000019258
3623,NEW YORK CLOTHIERS,NEW7088325
3624,NEWARK DIVISION OF NEWARK CORP,VC0000101262
3625,NEWBART PRODUCTS INC,NEW3429000
3626,NEWMAN REGENCY GROUP INC,NEW7086430
3627,NEWTON NURSERY AUSTIN,NEW7064375
3628,Nexlink Communications LLC,V00000918372
3629,NEXTEL OF TEXAS INC,NEX7121325
3630,NGK- LOCKE INC,NGK8303851
3631,N-GULF LLC,VS0000023252
3632,NIAGARA CONSERVATION CORP,NIA3440250
3633,NICE SYSTEMS INC,NIC8320697
3634,NicheVision Forensics LLC,V00000928850
3635,Nicholas John Zwack,VS0000013336
3636,NICHOLAS OWEN,TEX8317380
3637,Nicholas Richard VanderMolen,V00000942600
3638,Nicholas W. Classen,VS0000010211
3639,Nicolas Enterprises,VS0000029133
3640,NICOLAS VENTURES INC,JOS8315064
3641,NICOLE JESSICA NICHOLS WILSON,VS0000032958
3642,NICOLE TELKES,V00000910661
3643,NIKE USA INC,NIK8304764
3644,NIPPON CARBIDE INDUSTRIES (USA) INC,NIP7000545
3645,NIPPON CARBIDE INDUSTRIES INC,NIP7000545
3646,NIXON ENGINEERING,NIX6033785
3647,N-LINE TRAFFIC MAINTENANCE,NLI8310177
3648,Noah's Park & Playgrounds,VS0000000655
3649,noax Technologies Corporation,V00000925598
3650,NOBONZ INC,OUT6017555
3651,NOLAN POWER GROUP L L C,NOL8313227
3652,Noles Pest Services LLC,VS0000008555
3653,Nomad Sound Inc.,VS0000033935
3654,Nomar Enterprises LLC,V00000917544
3655,Nora L Evans,V00000955414
3656,Noram-SMC Inc.,VS0000027812
3657,NORIT AMERICAS INC,NOR7053405
3658,NORITSU,NOR7125330
3659,NORLAB INC,NOR3455750
3660,Norman Wright,V00000904990
3661,NORRIS CONFERENCE CENTER INC,NOR7033665
3662,Norris Training Systems Inc.,V00000921179
3663,NORTH AMERICA FIRE EQUIPMENT CO INC,NAF6120015
3664,NORTH AMERICAN COMMUNICATIONS RESOURCE INC,NOR8315773
3665,NORTH AMERICAN RESCUE INC,VS0000018713
3666,NORTH AMERICAN RESCUE LLC,VC0000102927
3667,NORTH AMERICAN SWITCHGEAR INC,NOR7064190
3668,North American Trade Corp,V00000922209
3669,NORTH AMERICAN WESTERN DATA SYSTEMS,WES8304760
3670,NORTHERN SAFETY CO INC,NOR7139220
3671,Northside Sales Co.,VS0000025317
3672,Northwest Marine Technology Inc.,VS0000003686
3673,NORTRIDGE SOFTWARE LLC,NOR7129145
3674,Nova Biomedical Corporation,V00000923815
3675,NOVA SAFETY PRODUCTS INC,NOV8305239
3676,NOVAMED USA INC.,VS0000034799
3677,NOVARTIS ANIMAL HEALTH US INC,NOV8303966
3678,NOVARTIS VACCINES & DIAGNOSTICS INC,CHI8314329
3679,Noveske Rifleworks LLC,V00000929591
3680,NRG Lone Star Inc.,V00000941708
3681,NTS MIKEDON LLC,NAT8320256
3682,Nueces Farm Center DBA Nueces Power Equipment,VS0000020688
3683,NUNN ELECTRIC SUPPLY,NUN8321587
3684,NUTECH INDUSTRIES INC,NUT8302710
3685,NW COMMUNICATIONS OF AUSTIN INC,KTB2773500
3686,NW Geosynthetics Inc,V00000919391
3687,O I ANALYTICAL,OIC3515250
3688,O2YS Corporation,V00000919940
3689,OAG AVIATION WORLDWIDE LLC,OAG8303194
3690,OAKLEY INC,OAK7154445
3691,Occam Video Solutions LLC,V00000962505
3692,OCCUPATIONAL HEALTH CENTERS OF THE SOUTHWEST PA,OCC6120410
3693,OCE NORTH AMERICA,OCE3498000
3694,OCLC Online Computer Library Center Inc.,VS0000006343
3695,Ocular Data Systems Inc.,V00000939801
3696,ODESSA PUMPS & EQUIPMENT,ODE7022300
3697,ODESSA PUMPS & EQUIPMENT INC,ODE7022300
3698,ODILOTID USA LLC,V00000932988
3699,Off the Wall Products LLC,V00000949515
3700,OFFICE DEPOT INC,OFF3505000
3701,OFFICE SPECIALTY,VC0000101317
3702,OFFICEMAX #408,OFF7024570
3703,OFFICEMAX INC,VS0000013537
3704,OFFICESOURCE LTD,OFF7104850
3705,Offutt Companies Inc.,V00000947408
3706,OHD INC,V00000931871
3707,OI CORPORATION,OIC3515250
3708,OIL FIELD COMPONENTS INC.,VS0000036123
3709,OLDCASTLE APG TEXAS,CUS7051095
3710,OLDCASTLE MATERIALS TEXAS INC,VC0000102792
3711,OLDEN LIGHTING,OLD8303462
3712,OLIVER RAJAMANI,RAJ7148880
3713,OLIVER WILLIAM,OLI7055490
3714,OLMSTED-KIRK PAPER COMPANY,OLM3521000
3715,Olson Aluminum Casting LTD,V00000905910
3716,Olympus America Inc.,V00000920489
3717,OMB POLICE SUPPLY,OMB8314645
3718,OMB POLICE SUPPLY INC,OMB8314645
3719,Omega Broadcast Group LP,VS0000031436
3720,OMEGA ENGINEERING INC,OME3526000
3721,OMEGA POINT INTERNATIONAL INC,VS0000028049
3722,OMICRON electronics Corp. USA,V00000919130
3723,OMNIDATA SERVICES GROUP LLC,V00000925973
3724,On Site Auto Trim Inc,V00000916994
3725,ON TIME MARKETING CORP,ONT8309139
3726,OnCell Systems Inc.,V00000949645
3727,One Beat CPR Learning Center,V00000909455
3728,ONE GAS INC,V00000927185
3729,One Ounce Opera LLC,V00000927554
3730,O'NEAL STEEL INC,ONE3528250
3731,ONEOK INC,TEX8310430
3732,ONETOUCHPOINT SOUTHWEST CORP,GIN7043960
3733,Onix Networking Corp,VS0000014977
3734,ONSITE AV SERVICE PARTNERS INC,ONS8317129
3735,ON-SITE RECYCLING INC,ONS7075715
3736,Open Access Technology International Inc.,VS0000001427
3737,OPEN ROAD MEDIA LLC,VC0000101529
3738,Open Systems International Inc.,VS0000006912
3739,OPEN TEXT CORPORATION,HUM7010915
3740,OPENLINK INTERNATIONAL INC,V00000924879
3741,Operational Resources International Inc,V00000920202
3742,OPERTUNEUS INC,OPE8318819
3743,OPEX CORP,OPE3532150
3744,Ops-Core Inc.,V00000922093
3745,OPSWAT,V00000916237
3746,Optics Planet Inc.,VS0000022364
3747,Optrics Inc.,VS0000031033
3748,OPUSKANE VEHICLE SUPPORT SOLUTIONS LTD,VS0000000343
3749,ORACLE AMERICA INC,VC0000102788
3750,Orange Cone Agency,V00000955888
3751,OrangeBoy Inc.,V00000927533
3752,ORASURE TECHNOLOGIES INC,ORA8303544
3753,ORBIS CORPORATION,VC0000102933
3754,OREGON AERO INC,ORE7130605
3755,O'REILLY AUTOMOTIVE INC,HIL7121925
3756,Organization Design and Development Inc.,V00000917243
3757,ORIENTAL TRADING CO,VC0000100665
3758,ORIGINAL WATERMEN INC,VS0000027642
3759,Orolia USA Inc.,V00000917269
3760,OSAM Document Solutions Inc.,V00000946753
3761,OSBURN MATERIALS INC,OSB8311222
3762,OSHKOSH CORPORATION,OSH3544000
3763,OSHKOSH TRUCK CORP,OSH3544000
3764,OSI BATTERIES INC,OSI8303125
3765,OSI Hardware Inc.,V00000910335
3766,OSISOFT LLC,OSI8305617
3767,OSITECH COMMUNICATIONS INC,OSI8302245
3768,OSLIN NATION CO,OSL6008225
3769,OSMOSE UTILITIES SERVICES INC,OSM8312242
3770,OSWALT EQUIPMENT COMPANY,V00000905483
3771,Otek Corp.,VS0000016822
3772,OTR WHEEL ENGINEERING INC,VS0000030248
3773,Outdoor Escape Inc,VS0000013390
3774,OverDrive Inc.,VS0000016109
3775,OVERSEAS PARTS DISTRIBUTING INC,VC0000102084
3776,Overwatch Systems Ltd.,VS0000033609
3777,OVIVO USA LLC,EIM8314121
3778,OW INVESTORS LLC,V00000926699
3779,Owyhee Group Companies,VS0000001312
3780,OZARK RESCUE SUPPLIERS INC,OZA8319766
3781,P D MORRISON ENTERPRISES INC,HUR7051205
3782,P Squared Emulsion Plants LLC,VS0000026229
3783,P&W Quality Machine Inc.,V00000961486
3784,Pacesetter K9 LLC,V00000939053
3785,PACIFIC CASCADE CORP,PAC8300615
3786,PACK-MARK INC,PAC6016805
3787,Paddler Sports LLC,V00000962963
3788,PAE Holding Corporation,V00000946409
3789,PAGE Industries Inc.,V00000927171
3790,PagerDuty Inc.,V00000944762
3791,PAIGE ELECTRIC CO LP,PAI7060475
3792,PAINTED ROCK LLC,V00000900096
3793,PALISADE CORP,PAL6038790
3794,PALOS SPORTS INC,PAL7137350
3795,Pamela Renee Kindred,VS0000037830
3796,PAMPERED LAWNS AUSTIN INC,PAM6035890
3797,Pannier Graphics,VS0000019547
3798,Paper Systems Incorporated,V00000902204
3799,PAPERCLIP PROMOTIONS LLC,VS0000029035
3800,PARA SCIENTIFIC CO,PAR7117215
3801,PARABEN CORP,PAR8312010
3802,Paradigm Contracting LLC,VS0000014981
3803,PARADIGM TRAFFIC SYSTEMS INC,PAR7067725
3804,PARAGARD DIRECT,PAR8312436
